#parent	child
00403 Indole diterpene alkaloid biosynthesis	K18396
00403 Indole diterpene alkaloid biosynthesis	K18397
00470 D-Amino acid metabolism	K13877
00470 D-Amino acid metabolism	K19588
00470 D-Amino acid metabolism	K23265
00470 D-Amino acid metabolism	K20498
00470 D-Amino acid metabolism	K01753
00470 D-Amino acid metabolism	K12235
00470 D-Amino acid metabolism	K25316
00470 D-Amino acid metabolism	K25317
00470 D-Amino acid metabolism	K05396
00470 D-Amino acid metabolism	K01778
00470 D-Amino acid metabolism	K01586
00470 D-Amino acid metabolism	K23385
00470 D-Amino acid metabolism	K01844
00470 D-Amino acid metabolism	K18011
00470 D-Amino acid metabolism	K21672
00470 D-Amino acid metabolism	K25365
00470 D-Amino acid metabolism	K01777
00470 D-Amino acid metabolism	K10793
00470 D-Amino acid metabolism	K10794
00470 D-Amino acid metabolism	K17851
00470 D-Amino acid metabolism	K00285
00470 D-Amino acid metabolism	K22210
00470 D-Amino acid metabolism	K25364
00470 D-Amino acid metabolism	K19967
00470 D-Amino acid metabolism	K19746
00470 D-Amino acid metabolism	K19744
00470 D-Amino acid metabolism	K17898
00470 D-Amino acid metabolism	K17899
00470 D-Amino acid metabolism	K12658
00470 D-Amino acid metabolism	K21060
00470 D-Amino acid metabolism	K22549
00470 D-Amino acid metabolism	K21061
00470 D-Amino acid metabolism	K22550
00470 D-Amino acid metabolism	K21062
00470 D-Amino acid metabolism	K01780
00470 D-Amino acid metabolism	K23120
00470 D-Amino acid metabolism	K23122
00470 D-Amino acid metabolism	K18852
00071 Fatty acid degradation	K06445
00071 Fatty acid degradation	K01909
00071 Fatty acid degradation	K13238
00071 Fatty acid degradation	K07517
00071 Fatty acid degradation	K00530
00071 Fatty acid degradation	K05297
00071 Fatty acid degradation	K21738
00071 Fatty acid degradation	K22567
00785 Lipoic acid metabolism	K03801
00785 Lipoic acid metabolism	K23734
00785 Lipoic acid metabolism	K23735
00785 Lipoic acid metabolism	K03644
00785 Lipoic acid metabolism	K09711
00785 Lipoic acid metabolism	K24689
00785 Lipoic acid metabolism	K10105
00785 Lipoic acid metabolism	K16869
00785 Lipoic acid metabolism	K23750
00785 Lipoic acid metabolism	K03800
00785 Lipoic acid metabolism	K18821
00785 Lipoic acid metabolism	K23763
00410 beta-Alanine metabolism	K00248
00410 beta-Alanine metabolism	K14729
00410 beta-Alanine metabolism	K05605
00410 beta-Alanine metabolism	K23146
00410 beta-Alanine metabolism	K25571
00410 beta-Alanine metabolism	K00140
00410 beta-Alanine metabolism	K00137
00410 beta-Alanine metabolism	K12259
00410 beta-Alanine metabolism	K13366
00410 beta-Alanine metabolism	K00316
00410 beta-Alanine metabolism	K14755
00592 alpha-Linolenic acid metabolism	K10527
00592 alpha-Linolenic acid metabolism	K14674
00592 alpha-Linolenic acid metabolism	K01058
00592 alpha-Linolenic acid metabolism	K16818
00592 alpha-Linolenic acid metabolism	K22389
00592 alpha-Linolenic acid metabolism	K06900
00592 alpha-Linolenic acid metabolism	K00454
00592 alpha-Linolenic acid metabolism	K10525
00592 alpha-Linolenic acid metabolism	K05894
00592 alpha-Linolenic acid metabolism	K10526
00592 alpha-Linolenic acid metabolism	K08241
00592 alpha-Linolenic acid metabolism	K18858
00592 alpha-Linolenic acid metabolism	K00224
00592 alpha-Linolenic acid metabolism	K10529
00440 Phosphonate and phosphinate metabolism	K13644
00440 Phosphonate and phosphinate metabolism	K00993
00440 Phosphonate and phosphinate metabolism	K00967
00440 Phosphonate and phosphinate metabolism	K19669
00440 Phosphonate and phosphinate metabolism	K21934
00440 Phosphonate and phosphinate metabolism	K05306
00440 Phosphonate and phosphinate metabolism	K19670
00440 Phosphonate and phosphinate metabolism	K00206
00440 Phosphonate and phosphinate metabolism	K09994
00440 Phosphonate and phosphinate metabolism	K21195
00440 Phosphonate and phosphinate metabolism	K21196
00440 Phosphonate and phosphinate metabolism	K05915
00440 Phosphonate and phosphinate metabolism	K25574
00440 Phosphonate and phosphinate metabolism	K12905
00440 Phosphonate and phosphinate metabolism	K12906
00440 Phosphonate and phosphinate metabolism	K12907
00440 Phosphonate and phosphinate metabolism	K12908
00440 Phosphonate and phosphinate metabolism	K12909
00440 Phosphonate and phosphinate metabolism	K12910
00440 Phosphonate and phosphinate metabolism	K20930
00440 Phosphonate and phosphinate metabolism	K03823
00440 Phosphonate and phosphinate metabolism	K12914
00440 Phosphonate and phosphinate metabolism	K12915
00440 Phosphonate and phosphinate metabolism	K18049
00440 Phosphonate and phosphinate metabolism	K23996
00440 Phosphonate and phosphinate metabolism	K06164
00440 Phosphonate and phosphinate metabolism	K06166
00440 Phosphonate and phosphinate metabolism	K06165
00440 Phosphonate and phosphinate metabolism	K05780
00440 Phosphonate and phosphinate metabolism	K06162
00440 Phosphonate and phosphinate metabolism	K06163
00440 Phosphonate and phosphinate metabolism	K06167
00440 Phosphonate and phosphinate metabolism	K20859
00600 Sphingolipid metabolism	K04708
00600 Sphingolipid metabolism	K04709
00600 Sphingolipid metabolism	K04711
00600 Sphingolipid metabolism	K04713
00600 Sphingolipid metabolism	K05848
00600 Sphingolipid metabolism	K12352
00600 Sphingolipid metabolism	K12353
00600 Sphingolipid metabolism	K12354
00600 Sphingolipid metabolism	K01117
00600 Sphingolipid metabolism	K01123
00600 Sphingolipid metabolism	K04715
00600 Sphingolipid metabolism	K23451
00600 Sphingolipid metabolism	K01130
00920 Sulfur metabolism	K04091
00920 Sulfur metabolism	K22966
00920 Sulfur metabolism	K00394
00920 Sulfur metabolism	K00395
00920 Sulfur metabolism	K05907
00920 Sulfur metabolism	K00390
00920 Sulfur metabolism	K00387
00920 Sulfur metabolism	K05301
00920 Sulfur metabolism	K00386
00920 Sulfur metabolism	K21307
00920 Sulfur metabolism	K21308
00920 Sulfur metabolism	K21309
00920 Sulfur metabolism	K17222
00920 Sulfur metabolism	K17223
00920 Sulfur metabolism	K17226
00920 Sulfur metabolism	K17227
00920 Sulfur metabolism	K17224
00920 Sulfur metabolism	K17225
00920 Sulfur metabolism	K22622
00920 Sulfur metabolism	K00380
00920 Sulfur metabolism	K00381
00920 Sulfur metabolism	K16950
00920 Sulfur metabolism	K16951
00920 Sulfur metabolism	K00385
00920 Sulfur metabolism	K00392
00920 Sulfur metabolism	K17218
00920 Sulfur metabolism	K17995
00920 Sulfur metabolism	K17996
00920 Sulfur metabolism	K17993
00920 Sulfur metabolism	K17994
00920 Sulfur metabolism	K17229
00920 Sulfur metabolism	K17230
00920 Sulfur metabolism	K16952
00920 Sulfur metabolism	K17219
00920 Sulfur metabolism	K17220
00920 Sulfur metabolism	K17221
00920 Sulfur metabolism	K22470
00920 Sulfur metabolism	K16936
00920 Sulfur metabolism	K16937
00920 Sulfur metabolism	K05908
00920 Sulfur metabolism	K02439
00920 Sulfur metabolism	K17228
00920 Sulfur metabolism	K16968
00920 Sulfur metabolism	K16969
00920 Sulfur metabolism	K16964
00920 Sulfur metabolism	K16965
00920 Sulfur metabolism	K16966
00920 Sulfur metabolism	K16953
00920 Sulfur metabolism	K17486
00920 Sulfur metabolism	K20034
00920 Sulfur metabolism	K20035
00920 Sulfur metabolism	K20036
00920 Sulfur metabolism	K16967
00920 Sulfur metabolism	K21310
00920 Sulfur metabolism	K16954
00920 Sulfur metabolism	K16955
00100 Steroid biosynthesis	K23485
00100 Steroid biosynthesis	K01852
00100 Steroid biosynthesis	K00222
00100 Steroid biosynthesis	K07750
00100 Steroid biosynthesis	K07748
00100 Steroid biosynthesis	K09827
00100 Steroid biosynthesis	K01824
00100 Steroid biosynthesis	K09828
00100 Steroid biosynthesis	K00227
00100 Steroid biosynthesis	K00213
00100 Steroid biosynthesis	K00559
00100 Steroid biosynthesis	K09829
00100 Steroid biosynthesis	K00223
00100 Steroid biosynthesis	K01853
00100 Steroid biosynthesis	K14423
00100 Steroid biosynthesis	K23558
00100 Steroid biosynthesis	K08246
00100 Steroid biosynthesis	K08242
00100 Steroid biosynthesis	K14424
00332 Carbapenem biosynthesis	K00931
00332 Carbapenem biosynthesis	K00147
00332 Carbapenem biosynthesis	K18583
00332 Carbapenem biosynthesis	K18582
00332 Carbapenem biosynthesis	K18562
00332 Carbapenem biosynthesis	K18563
00332 Carbapenem biosynthesis	K18564
00332 Carbapenem biosynthesis	K18565
00332 Carbapenem biosynthesis	K18566
00332 Carbapenem biosynthesis	K18568
00332 Carbapenem biosynthesis	K18569
00332 Carbapenem biosynthesis	K18570
00332 Carbapenem biosynthesis	K18571
00332 Carbapenem biosynthesis	K18572
00140 Steroid hormone biosynthesis	K13370
00140 Steroid hormone biosynthesis	K00251
00140 Steroid hormone biosynthesis	K01131
00140 Steroid hormone biosynthesis	K01015
00140 Steroid hormone biosynthesis	K12343
00140 Steroid hormone biosynthesis	K00038
00140 Steroid hormone biosynthesis	K05295
00140 Steroid hormone biosynthesis	K01016
00140 Steroid hormone biosynthesis	K22970
00140 Steroid hormone biosynthesis	K25779
00140 Steroid hormone biosynthesis	K10207
00900 Terpenoid backbone biosynthesis	K01662
00900 Terpenoid backbone biosynthesis	K10960
00900 Terpenoid backbone biosynthesis	K00099
00900 Terpenoid backbone biosynthesis	K00991
00900 Terpenoid backbone biosynthesis	K12506
00900 Terpenoid backbone biosynthesis	K00919
00900 Terpenoid backbone biosynthesis	K01770
00900 Terpenoid backbone biosynthesis	K03526
00900 Terpenoid backbone biosynthesis	K03527
00900 Terpenoid backbone biosynthesis	K00054
00900 Terpenoid backbone biosynthesis	K00938
00900 Terpenoid backbone biosynthesis	K01597
00900 Terpenoid backbone biosynthesis	K17942
00900 Terpenoid backbone biosynthesis	K06981
00900 Terpenoid backbone biosynthesis	K25517
00900 Terpenoid backbone biosynthesis	K09128
00900 Terpenoid backbone biosynthesis	K25518
00900 Terpenoid backbone biosynthesis	K18689
00900 Terpenoid backbone biosynthesis	K18690
00900 Terpenoid backbone biosynthesis	K22813
00900 Terpenoid backbone biosynthesis	K01823
00900 Terpenoid backbone biosynthesis	K15887
00900 Terpenoid backbone biosynthesis	K14215
00900 Terpenoid backbone biosynthesis	K21273
00900 Terpenoid backbone biosynthesis	K21268
00900 Terpenoid backbone biosynthesis	K21274
00900 Terpenoid backbone biosynthesis	K21275
00900 Terpenoid backbone biosynthesis	K19177
00900 Terpenoid backbone biosynthesis	K15888
00900 Terpenoid backbone biosynthesis	K12742
00900 Terpenoid backbone biosynthesis	K00587
00900 Terpenoid backbone biosynthesis	K15889
00900 Terpenoid backbone biosynthesis	K05906
00900 Terpenoid backbone biosynthesis	K15892
00965 Betalain biosynthesis	K15777
00965 Betalain biosynthesis	K15776
00965 Betalain biosynthesis	K15774
00965 Betalain biosynthesis	K26038
00965 Betalain biosynthesis	K15775
00630 Glyoxylate and dicarboxylate metabolism	K01647
00630 Glyoxylate and dicarboxylate metabolism	K01616
00630 Glyoxylate and dicarboxylate metabolism	K01625
00630 Glyoxylate and dicarboxylate metabolism	K07248
00630 Glyoxylate and dicarboxylate metabolism	K01638
00630 Glyoxylate and dicarboxylate metabolism	K01637
00630 Glyoxylate and dicarboxylate metabolism	K14446
00630 Glyoxylate and dicarboxylate metabolism	K14447
00630 Glyoxylate and dicarboxylate metabolism	K14448
00630 Glyoxylate and dicarboxylate metabolism	K14451
00630 Glyoxylate and dicarboxylate metabolism	K19280
00630 Glyoxylate and dicarboxylate metabolism	K19282
00630 Glyoxylate and dicarboxylate metabolism	K00104
00630 Glyoxylate and dicarboxylate metabolism	K11472
00630 Glyoxylate and dicarboxylate metabolism	K11473
00630 Glyoxylate and dicarboxylate metabolism	K00015
00630 Glyoxylate and dicarboxylate metabolism	K01091
00630 Glyoxylate and dicarboxylate metabolism	K22223
00630 Glyoxylate and dicarboxylate metabolism	K01608
00630 Glyoxylate and dicarboxylate metabolism	K01816
00630 Glyoxylate and dicarboxylate metabolism	K00042
00630 Glyoxylate and dicarboxylate metabolism	K03779
00630 Glyoxylate and dicarboxylate metabolism	K03780
00630 Glyoxylate and dicarboxylate metabolism	K01569
00630 Glyoxylate and dicarboxylate metabolism	K25305
00630 Glyoxylate and dicarboxylate metabolism	K03418
00630 Glyoxylate and dicarboxylate metabolism	K22133
00630 Glyoxylate and dicarboxylate metabolism	K01577
01040 Biosynthesis of unsaturated fatty acids	K22770
01040 Biosynthesis of unsaturated fatty acids	K23006
01040 Biosynthesis of unsaturated fatty acids	K22993
09113 Global maps only	K13997
00450 Selenocompound metabolism	K01739
00450 Selenocompound metabolism	K01760
00450 Selenocompound metabolism	K00549
00450 Selenocompound metabolism	K01761
00450 Selenocompound metabolism	K00562
00450 Selenocompound metabolism	K01763
00450 Selenocompound metabolism	K11717
00450 Selenocompound metabolism	K08247
00450 Selenocompound metabolism	K00384
00450 Selenocompound metabolism	K12527
00450 Selenocompound metabolism	K12528
00450 Selenocompound metabolism	K12529
09109 Metabolism of terpenoids and polyketides	00281 Geraniol degradation
09109 Metabolism of terpenoids and polyketides	01051 Biosynthesis of ansamycins
09109 Metabolism of terpenoids and polyketides	00523 Polyketide sugar unit biosynthesis
09109 Metabolism of terpenoids and polyketides	00909 Sesquiterpenoid and triterpenoid biosynthesis
09109 Metabolism of terpenoids and polyketides	00900 Terpenoid backbone biosynthesis
09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides
09109 Metabolism of terpenoids and polyketides	00981 Insect hormone biosynthesis
09109 Metabolism of terpenoids and polyketides	00902 Monoterpenoid biosynthesis
09109 Metabolism of terpenoids and polyketides	00903 Limonene and pinene degradation
09109 Metabolism of terpenoids and polyketides	00904 Diterpenoid biosynthesis
09109 Metabolism of terpenoids and polyketides	00906 Carotenoid biosynthesis
09109 Metabolism of terpenoids and polyketides	00905 Brassinosteroid biosynthesis
09109 Metabolism of terpenoids and polyketides	00908 Zeatin biosynthesis
09109 Metabolism of terpenoids and polyketides	00522 Biosynthesis of 12-, 14- and 16-membered macrolides
09109 Metabolism of terpenoids and polyketides	01059 Biosynthesis of enediyne antibiotics
09109 Metabolism of terpenoids and polyketides	01056 Biosynthesis of type II polyketide backbone
09109 Metabolism of terpenoids and polyketides	01057 Biosynthesis of type II polyketide products
09109 Metabolism of terpenoids and polyketides	01055 Biosynthesis of vancomycin group antibiotics
01051 Biosynthesis of ansamycins	K00615
01051 Biosynthesis of ansamycins	K16015
01051 Biosynthesis of ansamycins	K16016
01051 Biosynthesis of ansamycins	K16017
01051 Biosynthesis of ansamycins	K16018
01051 Biosynthesis of ansamycins	K16019
01051 Biosynthesis of ansamycins	K16020
01051 Biosynthesis of ansamycins	K16021
00523 Polyketide sugar unit biosynthesis	K12451
00523 Polyketide sugar unit biosynthesis	K19180
00523 Polyketide sugar unit biosynthesis	K19652
00523 Polyketide sugar unit biosynthesis	K20679
00523 Polyketide sugar unit biosynthesis	K20680
00523 Polyketide sugar unit biosynthesis	K20681
00523 Polyketide sugar unit biosynthesis	K13306
00523 Polyketide sugar unit biosynthesis	K20678
00523 Polyketide sugar unit biosynthesis	K21325
00523 Polyketide sugar unit biosynthesis	K17947
00523 Polyketide sugar unit biosynthesis	K19853
00523 Polyketide sugar unit biosynthesis	K19854
00523 Polyketide sugar unit biosynthesis	K13307
00523 Polyketide sugar unit biosynthesis	K20682
00523 Polyketide sugar unit biosynthesis	K13308
00523 Polyketide sugar unit biosynthesis	K13309
00523 Polyketide sugar unit biosynthesis	K13310
00523 Polyketide sugar unit biosynthesis	K13311
00523 Polyketide sugar unit biosynthesis	K13312
00523 Polyketide sugar unit biosynthesis	K13313
00523 Polyketide sugar unit biosynthesis	K19855
00523 Polyketide sugar unit biosynthesis	K12710
00523 Polyketide sugar unit biosynthesis	K17625
00523 Polyketide sugar unit biosynthesis	K21326
00523 Polyketide sugar unit biosynthesis	K21327
00523 Polyketide sugar unit biosynthesis	K21328
00523 Polyketide sugar unit biosynthesis	K21329
00523 Polyketide sugar unit biosynthesis	K13315
00523 Polyketide sugar unit biosynthesis	K13317
00523 Polyketide sugar unit biosynthesis	K13316
00523 Polyketide sugar unit biosynthesis	K13318
00523 Polyketide sugar unit biosynthesis	K19856
00523 Polyketide sugar unit biosynthesis	K19857
00523 Polyketide sugar unit biosynthesis	K13327
00523 Polyketide sugar unit biosynthesis	K13328
00523 Polyketide sugar unit biosynthesis	K13330
00523 Polyketide sugar unit biosynthesis	K19858
00523 Polyketide sugar unit biosynthesis	K13319
00523 Polyketide sugar unit biosynthesis	K13326
00523 Polyketide sugar unit biosynthesis	K13322
00523 Polyketide sugar unit biosynthesis	K19859
00523 Polyketide sugar unit biosynthesis	K13332
00523 Polyketide sugar unit biosynthesis	K21330
00523 Polyketide sugar unit biosynthesis	K21331
00523 Polyketide sugar unit biosynthesis	K21332
00523 Polyketide sugar unit biosynthesis	K21333
00523 Polyketide sugar unit biosynthesis	K21335
00523 Polyketide sugar unit biosynthesis	K21336
00523 Polyketide sugar unit biosynthesis	K21337
01053 Biosynthesis of siderophore group nonribosomal peptides	K01851
01053 Biosynthesis of siderophore group nonribosomal peptides	K02552
01053 Biosynthesis of siderophore group nonribosomal peptides	K02361
01053 Biosynthesis of siderophore group nonribosomal peptides	K00216
01053 Biosynthesis of siderophore group nonribosomal peptides	K04781
01053 Biosynthesis of siderophore group nonribosomal peptides	K04782
01053 Biosynthesis of siderophore group nonribosomal peptides	K15652
01053 Biosynthesis of siderophore group nonribosomal peptides	K09483
01053 Biosynthesis of siderophore group nonribosomal peptides	K24108
01053 Biosynthesis of siderophore group nonribosomal peptides	K24109
00981 Insect hormone biosynthesis	K15890
00981 Insect hormone biosynthesis	K21013
00981 Insect hormone biosynthesis	K10718
00981 Insect hormone biosynthesis	K15824
00981 Insect hormone biosynthesis	K10719
00981 Insect hormone biosynthesis	K15825
00981 Insect hormone biosynthesis	K01063
00981 Insect hormone biosynthesis	K15826
00981 Insect hormone biosynthesis	K10724
00902 Monoterpenoid biosynthesis	K12467
00902 Monoterpenoid biosynthesis	K21925
00902 Monoterpenoid biosynthesis	K20142
00902 Monoterpenoid biosynthesis	K15086
00902 Monoterpenoid biosynthesis	K22049
00902 Monoterpenoid biosynthesis	K15087
00902 Monoterpenoid biosynthesis	K15088
00902 Monoterpenoid biosynthesis	K21926
00902 Monoterpenoid biosynthesis	K15090
00902 Monoterpenoid biosynthesis	K15091
00902 Monoterpenoid biosynthesis	K15092
00902 Monoterpenoid biosynthesis	K15093
00902 Monoterpenoid biosynthesis	K15094
00902 Monoterpenoid biosynthesis	K15095
00902 Monoterpenoid biosynthesis	K15096
00902 Monoterpenoid biosynthesis	K07384
00902 Monoterpenoid biosynthesis	K22050
00902 Monoterpenoid biosynthesis	K15097
00902 Monoterpenoid biosynthesis	K07385
00902 Monoterpenoid biosynthesis	K18108
00902 Monoterpenoid biosynthesis	K22208
00902 Monoterpenoid biosynthesis	K21938
00902 Monoterpenoid biosynthesis	K15098
00902 Monoterpenoid biosynthesis	K20979
00902 Monoterpenoid biosynthesis	K20986
00902 Monoterpenoid biosynthesis	K23232
00902 Monoterpenoid biosynthesis	K20144
00902 Monoterpenoid biosynthesis	K23990
00902 Monoterpenoid biosynthesis	K23862
00903 Limonene and pinene degradation	K07382
00903 Limonene and pinene degradation	K14730
00903 Limonene and pinene degradation	K14732
00903 Limonene and pinene degradation	K14733
00903 Limonene and pinene degradation	K10533
00903 Limonene and pinene degradation	K12466
00904 Diterpenoid biosynthesis	K04120
00904 Diterpenoid biosynthesis	K04121
00904 Diterpenoid biosynthesis	K20657
00904 Diterpenoid biosynthesis	K05282
00904 Diterpenoid biosynthesis	K04124
00904 Diterpenoid biosynthesis	K04125
00904 Diterpenoid biosynthesis	K24460
00904 Diterpenoid biosynthesis	K12920
00904 Diterpenoid biosynthesis	K16082
00904 Diterpenoid biosynthesis	K14036
00904 Diterpenoid biosynthesis	K14037
00904 Diterpenoid biosynthesis	K14038
00904 Diterpenoid biosynthesis	K12921
00904 Diterpenoid biosynthesis	K14039
00904 Diterpenoid biosynthesis	K12923
00904 Diterpenoid biosynthesis	K12925
00904 Diterpenoid biosynthesis	K12926
00904 Diterpenoid biosynthesis	K22945
00904 Diterpenoid biosynthesis	K12927
00904 Diterpenoid biosynthesis	K14041
00904 Diterpenoid biosynthesis	K19571
00904 Diterpenoid biosynthesis	K14042
00904 Diterpenoid biosynthesis	K18113
00904 Diterpenoid biosynthesis	K20514
00904 Diterpenoid biosynthesis	K20515
00904 Diterpenoid biosynthesis	K14043
00904 Diterpenoid biosynthesis	K12928
00904 Diterpenoid biosynthesis	K14044
00904 Diterpenoid biosynthesis	K14045
00904 Diterpenoid biosynthesis	K14046
00904 Diterpenoid biosynthesis	K13070
00904 Diterpenoid biosynthesis	K12929
00904 Diterpenoid biosynthesis	K16086
00904 Diterpenoid biosynthesis	K20516
00904 Diterpenoid biosynthesis	K20517
00904 Diterpenoid biosynthesis	K20518
00904 Diterpenoid biosynthesis	K20519
00904 Diterpenoid biosynthesis	K14047
00904 Diterpenoid biosynthesis	K17982
00904 Diterpenoid biosynthesis	K22946
00904 Diterpenoid biosynthesis	K22947
00904 Diterpenoid biosynthesis	K22948
00905 Brassinosteroid biosynthesis	K09591
00522 Biosynthesis of 12-, 14- and 16-membered macrolides	K15998
00522 Biosynthesis of 12-, 14- and 16-membered macrolides	K19698
00522 Biosynthesis of 12-, 14- and 16-membered macrolides	K15999
01059 Biosynthesis of enediyne antibiotics	K20159
01059 Biosynthesis of enediyne antibiotics	K21175
01059 Biosynthesis of enediyne antibiotics	K20156
01059 Biosynthesis of enediyne antibiotics	K21176
01059 Biosynthesis of enediyne antibiotics	K21177
01059 Biosynthesis of enediyne antibiotics	K21179
01059 Biosynthesis of enediyne antibiotics	K21181
01059 Biosynthesis of enediyne antibiotics	K21182
01059 Biosynthesis of enediyne antibiotics	K21183
01059 Biosynthesis of enediyne antibiotics	K21188
01059 Biosynthesis of enediyne antibiotics	K21210
01059 Biosynthesis of enediyne antibiotics	K21211
01059 Biosynthesis of enediyne antibiotics	K21212
01059 Biosynthesis of enediyne antibiotics	K21213
01059 Biosynthesis of enediyne antibiotics	K21214
01059 Biosynthesis of enediyne antibiotics	K21227
01059 Biosynthesis of enediyne antibiotics	K21228
01056 Biosynthesis of type II polyketide backbone	K15885
01057 Biosynthesis of type II polyketide products	K15927
01057 Biosynthesis of type II polyketide products	K15928
01057 Biosynthesis of type II polyketide products	K15929
01057 Biosynthesis of type II polyketide products	K15930
01057 Biosynthesis of type II polyketide products	K15931
01057 Biosynthesis of type II polyketide products	K15932
01057 Biosynthesis of type II polyketide products	K15933
01057 Biosynthesis of type II polyketide products	K15934
01057 Biosynthesis of type II polyketide products	K15935
01057 Biosynthesis of type II polyketide products	K26056
01057 Biosynthesis of type II polyketide products	K15936
01057 Biosynthesis of type II polyketide products	K15937
01057 Biosynthesis of type II polyketide products	K15938
01057 Biosynthesis of type II polyketide products	K15939
01057 Biosynthesis of type II polyketide products	K15945
01057 Biosynthesis of type II polyketide products	K15946
01057 Biosynthesis of type II polyketide products	K15947
01057 Biosynthesis of type II polyketide products	K15948
01057 Biosynthesis of type II polyketide products	K15949
01057 Biosynthesis of type II polyketide products	K15950
01057 Biosynthesis of type II polyketide products	K15951
01057 Biosynthesis of type II polyketide products	K15952
01057 Biosynthesis of type II polyketide products	K15953
01057 Biosynthesis of type II polyketide products	K15954
01057 Biosynthesis of type II polyketide products	K15956
01057 Biosynthesis of type II polyketide products	K15957
01057 Biosynthesis of type II polyketide products	K15958
01055 Biosynthesis of vancomycin group antibiotics	K16435
01055 Biosynthesis of vancomycin group antibiotics	K16436
01055 Biosynthesis of vancomycin group antibiotics	K16437
01055 Biosynthesis of vancomycin group antibiotics	K16439
01055 Biosynthesis of vancomycin group antibiotics	K18836
00541 O-Antigen nucleotide sugar biosynthesis	K00012
00541 O-Antigen nucleotide sugar biosynthesis	K00963
00541 O-Antigen nucleotide sugar biosynthesis	K01809
00541 O-Antigen nucleotide sugar biosynthesis	K01840
00541 O-Antigen nucleotide sugar biosynthesis	K00971
00541 O-Antigen nucleotide sugar biosynthesis	K01711
00541 O-Antigen nucleotide sugar biosynthesis	K02377
00541 O-Antigen nucleotide sugar biosynthesis	K22252
00541 O-Antigen nucleotide sugar biosynthesis	K15856
00541 O-Antigen nucleotide sugar biosynthesis	K01784
00541 O-Antigen nucleotide sugar biosynthesis	K17716
00541 O-Antigen nucleotide sugar biosynthesis	K01854
00541 O-Antigen nucleotide sugar biosynthesis	K08679
00541 O-Antigen nucleotide sugar biosynthesis	K00978
00541 O-Antigen nucleotide sugar biosynthesis	K04042
00541 O-Antigen nucleotide sugar biosynthesis	K08068
00541 O-Antigen nucleotide sugar biosynthesis	K01654
00541 O-Antigen nucleotide sugar biosynthesis	K00983
00541 O-Antigen nucleotide sugar biosynthesis	K13015
00541 O-Antigen nucleotide sugar biosynthesis	K22926
00541 O-Antigen nucleotide sugar biosynthesis	K13016
00541 O-Antigen nucleotide sugar biosynthesis	K13020
00541 O-Antigen nucleotide sugar biosynthesis	K13018
00541 O-Antigen nucleotide sugar biosynthesis	K13019
00541 O-Antigen nucleotide sugar biosynthesis	K02473
00541 O-Antigen nucleotide sugar biosynthesis	K02474
00541 O-Antigen nucleotide sugar biosynthesis	K22925
00541 O-Antigen nucleotide sugar biosynthesis	K15894
00541 O-Antigen nucleotide sugar biosynthesis	K15895
00541 O-Antigen nucleotide sugar biosynthesis	K15896
00541 O-Antigen nucleotide sugar biosynthesis	K15897
00541 O-Antigen nucleotide sugar biosynthesis	K15898
00541 O-Antigen nucleotide sugar biosynthesis	K15899
00541 O-Antigen nucleotide sugar biosynthesis	K15912
00541 O-Antigen nucleotide sugar biosynthesis	K17939
00541 O-Antigen nucleotide sugar biosynthesis	K01709
00541 O-Antigen nucleotide sugar biosynthesis	K12452
00541 O-Antigen nucleotide sugar biosynthesis	K00523
00541 O-Antigen nucleotide sugar biosynthesis	K12453
00541 O-Antigen nucleotide sugar biosynthesis	K12454
00541 O-Antigen nucleotide sugar biosynthesis	K12455
00541 O-Antigen nucleotide sugar biosynthesis	K19632
00541 O-Antigen nucleotide sugar biosynthesis	K15857
00541 O-Antigen nucleotide sugar biosynthesis	K15858
00541 O-Antigen nucleotide sugar biosynthesis	K24249
00541 O-Antigen nucleotide sugar biosynthesis	K24250
00541 O-Antigen nucleotide sugar biosynthesis	K24251
00541 O-Antigen nucleotide sugar biosynthesis	K16704
00541 O-Antigen nucleotide sugar biosynthesis	K20429
00541 O-Antigen nucleotide sugar biosynthesis	K21379
00541 O-Antigen nucleotide sugar biosynthesis	K00607
00541 O-Antigen nucleotide sugar biosynthesis	K21131
00541 O-Antigen nucleotide sugar biosynthesis	K21130
00541 O-Antigen nucleotide sugar biosynthesis	K24257
00541 O-Antigen nucleotide sugar biosynthesis	K24336
00541 O-Antigen nucleotide sugar biosynthesis	K24252
00541 O-Antigen nucleotide sugar biosynthesis	K24256
00541 O-Antigen nucleotide sugar biosynthesis	K19068
00541 O-Antigen nucleotide sugar biosynthesis	K24258
00541 O-Antigen nucleotide sugar biosynthesis	K24259
00541 O-Antigen nucleotide sugar biosynthesis	K24280
00541 O-Antigen nucleotide sugar biosynthesis	K24281
00541 O-Antigen nucleotide sugar biosynthesis	K24282
00541 O-Antigen nucleotide sugar biosynthesis	K24283
00541 O-Antigen nucleotide sugar biosynthesis	K24284
00541 O-Antigen nucleotide sugar biosynthesis	K24285
00541 O-Antigen nucleotide sugar biosynthesis	K24301
00541 O-Antigen nucleotide sugar biosynthesis	K24302
00541 O-Antigen nucleotide sugar biosynthesis	K24303
00541 O-Antigen nucleotide sugar biosynthesis	K24304
00541 O-Antigen nucleotide sugar biosynthesis	K24305
00541 O-Antigen nucleotide sugar biosynthesis	K24306
00541 O-Antigen nucleotide sugar biosynthesis	K24307
