	parent	child
15186	root	K13546
15187	root	K15185
15188	root	K16436
15189	root	K19506
15190	root	K03230
15191	root	K03294
15192	root	K04513
15193	root	K11652
15194	root	K19133
15195	root	K24778
15196	root	K15254
15197	root	K07077
15198	root	K06507
15199	root	K18649
15200	root	K10112
15201	root	K13378
15202	root	K23179
15203	root	K18093
15204	root	K18744
15205	root	K15218
15206	root	K13614
15207	root	K21212
15208	root	K09863
15209	root	K23438
15210	root	K01698
15211	root	K06945
15212	root	K04040
15213	root	K08633
15214	root	K08576
15215	root	K24202
15216	root	K00189
15217	root	K22056
15218	root	K05926
15219	root	K11332
15220	root	K24472
15221	root	K11680
15222	root	K08292
15223	root	K17865
15224	root	K24455
15225	root	K11134
15226	root	K19937
15227	root	K08723
15228	root	K24382
15229	root	K15291
15230	root	K05834
15231	root	K11133
15232	root	K08398
15233	root	K24099
15234	root	K15972
15235	root	K20339
15236	root	K24185
15237	root	K09720
15238	root	K12048
15239	root	K01403
15240	root	K25280
15241	root	K00317
15242	root	K17778
15243	root	K07782
15244	root	K12294
15245	root	K18964
15246	root	K15228
15247	root	K19920
15248	root	K10252
15249	root	K06604
15250	root	K13688
15251	root	K22086
15252	root	K08628
15253	root	K18963
15254	root	K14493
15255	root	K02424
15256	root	K04312
15257	root	K09951
15258	root	K12258
15259	root	K14766
15260	root	K15657
15261	root	K08859
15262	root	K10083
15263	root	K00769
15264	root	K09225
15265	root	K06296
15266	root	K22704
15267	root	K06100
15268	root	K18426
15269	root	K15645
15270	root	K03254
15271	root	K15727
15272	root	K13942
15273	root	K21344
15274	root	K12661
15275	root	K25949
15276	root	K11661
15277	root	K01731
15278	root	K15688
15279	root	K15162
15280	root	K06931
15281	root	K05046
15282	root	K17997
15283	root	K14113
15284	root	K05821
15285	root	K08642
15286	root	K10658
15287	root	K02138
15288	root	K10463
15289	root	K24483
15290	root	K04608
15291	root	K04676
15292	root	K00012
15293	root	K07801
15294	root	K22830
15295	root	K06869
15296	root	K08016
15297	root	K08985
15298	root	K01726
15299	root	K13000
15300	root	K20506
15301	root	K18413
15302	root	K14636
15303	root	K06061
15304	root	K24475
15305	root	K13672
15306	root	K24027
15307	root	K23832
15308	root	K17999
15309	root	K21828
15310	root	K21992
15311	root	K24760
15312	root	K23343
15313	root	K17720
15314	root	K00355
15315	root	K16574
15316	root	K14181
15317	root	K14423
15318	root	K16304
15319	root	K00942
15320	root	K18269
15321	root	K04626
15322	root	K02991
15323	root	K03796
15324	root	K01265
15325	root	K02917
15326	root	K03053
15327	root	K14757
15328	root	K05122
15329	root	K18192
15330	root	K16325
15331	root	K12065
15332	root	K01675
15333	root	K05239
15334	root	K10452
15335	root	K19860
15336	root	K09565
15337	root	K05957
15338	root	K01706
15339	root	K03651
15340	root	K22159
15341	root	K02603
15342	root	K05305
15343	root	K15337
15344	root	K07646
15345	root	K19060
15346	root	K02505
15347	root	K11892
15348	root	K06497
15349	root	K05151
15350	root	K10174
15351	root	K22292
15352	root	K22364
15353	root	K00261
15354	root	K22600
15355	root	K14503
15356	root	K05415
15357	root	K18027
15358	root	K06710
15359	root	K23793
15360	root	K14328
15361	root	K14233
15362	root	K17113
15363	root	K00993
15364	root	K18563
15365	root	K03635
15366	root	K23436
15367	root	K20239
15368	root	K08506
15369	root	K21764
15370	root	K24770
15371	root	K14499
15372	root	K22296
15373	root	K13554
15374	root	K08374
15375	root	K14877
15376	root	K07743
15377	root	K09397
15378	root	K14390
15379	root	K18779
15380	root	K18755
15381	root	K11149
15382	root	K05635
15383	root	K01740
15384	root	K09757
15385	root	K08442
15386	root	K00452
15387	root	K04589
15388	root	K24255
15389	root	K07531
15390	root	K06620
15391	root	K24999
15392	root	K02447
15393	root	K20808
15394	root	K08108
15395	root	K19951
15396	root	K18174
15397	root	K13313
15398	root	K01169
15399	root	K20468
15400	root	K12668
15401	root	K20422
15402	root	K13385
15403	root	K22493
15404	root	K07277
15405	root	K24764
15406	root	K20573
15407	root	K04633
15408	root	K03602
15409	root	K17854
15410	root	K12448
15411	root	K09033
15412	root	K19072
15413	root	K21585
15414	root	K25907
15415	root	K10970
15416	root	K17253
15417	root	K00652
15418	root	K14884
15419	root	K01528
15420	root	K21629
15421	root	K02219
15422	root	K14312
15423	root	K03806
15424	root	K01332
15425	root	K24901
15426	root	K25910
15427	root	K05568
15428	root	K12462
15429	root	K04596
15430	root	K06848
15431	root	K18329
15432	root	K23125
15433	root	K06727
15434	root	K02165
15435	root	K22210
15436	root	K22112
15437	root	K19954
15438	root	K06648
15439	root	K20387
15440	root	K19518
15441	root	K18724
15442	root	K13204
15443	root	K01031
15444	root	K11210
15445	root	K06739
15446	root	K22586
15447	root	K04249
15448	root	K21715
15449	root	K20226
15450	root	K06771
15451	root	K13460
15452	root	K20238
15453	root	K01489
15454	root	K11888
15455	root	K22207
15456	root	K05941
15457	root	K00784
15458	root	K09958
15459	root	K24291
15460	root	K04735
15461	root	K16227
15462	root	K06868
15463	root	K24100
15464	root	K18291
15465	root	K21046
15466	root	K19508
15467	root	K14347
15468	root	K10894
15469	root	K22173
15470	root	K18848
15471	root	K19085
15472	root	K09460
15473	root	K10550
15474	root	K18450
15475	root	K09880
15476	root	K04523
15477	root	K05731
15478	root	K06796
15479	root	K22334
15480	root	K05621
15481	root	K24801
15482	root	K00951
15483	root	K00401
15484	root	K25171
15485	root	K20781
15486	root	K23627
15487	root	K12815
15488	root	K10803
15489	root	K03527
15490	root	K21308
15491	root	K22099
15492	root	K25257
15493	root	K02594
15494	root	K23827
15495	root	K16175
15496	root	K06302
15497	root	K08021
15498	root	K04744
15499	root	K04992
15500	root	K22734
15501	root	K20435
15502	root	K02145
15503	root	K06695
15504	root	K02415
15505	root	K25526
15506	root	K07005
15507	root	K01579
15508	root	K00138
15509	root	K18601
15510	root	K23186
15511	root	K10811
15512	root	K12712
15513	root	K04160
15514	root	K14228
15515	root	K21650
15516	root	K22523
15517	root	K06185
15518	root	K05515
15519	root	K00927
15520	root	K00004
15521	root	K21264
15522	root	K25404
15523	root	K24300
15524	root	K03119
15525	root	K05734
15526	root	K22794
15527	root	K18411
15528	root	K11678
15529	root	K25661
15530	root	K04445
15531	root	K09521
15532	root	K16257
15533	root	K15774
15534	root	K22402
15535	root	K25483
15536	root	K25670
15537	root	K09575
15538	root	K16014
15539	root	K13280
15540	root	K12413
15541	root	K10947
15542	root	K15157
15543	root	K05751
15544	root	K12692
15545	root	K04009
15546	root	K14409
15547	root	K17816
15548	root	K22088
15549	root	K03197
15550	root	K23739
15551	root	K05154
15552	root	K16581
15553	root	K03054
15554	root	K24217
15555	root	K15108
15556	root	K16951
15557	root	K00258
15558	root	K15386
15559	root	K17680
15560	root	K14189
15561	root	K20259
15562	root	K03174
15563	root	K12927
15564	root	K15628
15565	root	K03728
15566	root	K23491
15567	root	K19852
15568	root	K20567
15569	root	K01414
15570	root	K16634
15571	root	K11023
15572	root	K03257
15573	root	K13499
15574	root	K01486
15575	root	K12247
15576	root	K01790
15577	root	K04153
15578	root	K04757
15579	root	K17076
15580	root	K12625
15581	root	K06240
15582	root	K22411
15583	root	K15708
15584	root	K24733
15585	root	K06256
15586	root	K01991
15587	root	K06244
15588	root	K17132
15589	root	K00091
15590	root	K18151
15591	root	K08697
15592	root	K00093
15593	root	K19571
15594	root	K01798
15595	root	K04086
15596	root	K13990
15597	root	K16204
15598	root	K02216
15599	root	K11200
15600	root	K19320
15601	root	K19002
15602	root	K23990
15603	root	K19848
15604	root	K19782
15605	root	K12858
15606	root	K23963
15607	root	K21988
15608	root	K05273
15609	root	K23413
15610	root	K19977
15611	root	K06961
15612	root	K12296
15613	root	K05542
15614	root	K09411
15615	root	K14820
15616	root	K08042
15617	root	K08199
15618	root	K23571
15619	root	K01478
15620	root	K05860
15621	root	K01126
15622	root	K24605
15623	root	K11179
15624	root	K25339
15625	root	K17591
15626	root	K19399
15627	root	K12921
15628	root	K13415
15629	root	K10078
15630	root	K23723
15631	root	K10845
15632	root	K20105
15633	root	K25863
15634	root	K13914
15635	root	K05977
15636	root	K20519
15637	root	K14717
15638	root	K24476
15639	root	K11954
15640	root	K22167
15641	root	K17795
15642	root	K06439
15643	root	K18974
15644	root	K12886
15645	root	K19188
15646	root	K08249
15647	root	K12920
15648	root	K07321
15649	root	K09766
15650	root	K01225
15651	root	K10879
15652	root	K04790
15653	root	K00028
15654	root	K10954
15655	root	K05603
15656	root	K01460
15657	root	K08350
15658	root	K11744
15659	root	K01096
15660	root	K01282
15661	root	K12881
15662	root	K02746
15663	root	K14419
15664	root	K09689
15665	root	K00154
15666	root	K16958
15667	root	K03671
15668	root	K24691
15669	root	K12795
15670	root	K09836
15671	root	K14017
15672	root	K19152
15673	root	K01914
15674	root	K04965
15675	root	K20872
15676	root	K00420
15677	root	K18644
15678	root	K21613
15679	root	K14845
15680	root	K04007
15681	root	K04915
15682	root	K13332
15683	root	K16841
15684	root	K17945
15685	root	K15794
15686	root	K00574
15687	root	K21187
15688	root	K07495
15689	root	K12628
15690	root	K11266
15691	root	K22592
15692	root	K17446
15693	root	K19968
15694	root	K12821
15695	root	K08166
15696	root	K22158
15697	root	K21961
15698	root	K20123
15699	root	K10492
15700	root	K06749
15701	root	K16851
15702	root	K24704
15703	root	K23573
15704	root	K19421
15705	root	K16088
15706	root	K13994
15707	root	K09529
15708	root	K16506
15709	root	K16316
15710	root	K11095
15711	root	K13892
15712	root	K03938
15713	root	K00956
15714	root	K14400
15715	root	K01308
15716	root	K14245
15717	root	K05684
15718	root	K23923
15719	root	K15733
15720	root	K20109
15721	root	K15636
15722	root	K23757
15723	root	K25233
15724	root	K23558
15725	root	K08167
15726	root	K22293
15727	root	K06642
15728	root	K05752
15729	root	K24083
15730	root	K13065
15731	root	K15827
15732	root	K02875
15733	root	K15566
15734	root	K06845
15735	root	K24302
15736	root	K22100
15737	root	K19172
15738	root	K04743
15739	root	K14480
15740	root	K06229
15741	root	K10320
15742	root	K13677
15743	root	K06849
15744	root	K18199
15745	root	K01900
15746	root	K06842
15747	root	K23078
15748	root	K22950
15749	root	K09469
15750	root	K11939
15751	root	K25519
15752	root	K13082
15753	root	K22197
15754	root	K02095
15755	root	K08971
15756	root	K20394
15757	root	K20327
15758	root	K13345
15759	root	K02730
15760	root	K14611
15761	root	K09465
15762	root	K23135
15763	root	K21904
15764	root	K24979
15765	root	K00936
15766	root	K22454
15767	root	K15326
15768	root	K16382
15769	root	K03516
15770	root	K17418
15771	root	K04957
15772	root	K21964
15773	root	K13057
15774	root	K22883
15775	root	K21207
15776	root	K02888
15777	root	K11273
15778	root	K20405
15779	root	K04001
15780	root	K06988
15781	root	K23753
15782	root	K18347
15783	root	K01413
15784	root	K04863
15785	root	K09037
15786	root	K10955
15787	root	K09446
15788	root	K19945
15789	root	K21924
15790	root	K18732
15791	root	K04413
15792	root	K23076
15793	root	K13295
15794	root	K12994
15795	root	K25293
15796	root	K19830
15797	root	K19451
15798	root	K07693
15799	root	K11925
15800	root	K12784
15801	root	K07899
15802	root	K21009
15803	root	K22486
15804	root	K18546
15805	root	K10287
15806	root	K09197
15807	root	K03372
15808	root	K03503
15809	root	K07681
15810	root	K01860
15811	root	K00940
15812	root	K17277
15813	root	K02313
15814	root	K03883
15815	root	K19834
15816	root	K24311
15817	root	K13735
15818	root	K17883
15819	root	K09064
15820	root	K24564
15821	root	K18150
15822	root	K12460
15823	root	K19758
15824	root	K01192
15825	root	K01231
15826	root	K20302
15827	root	K23831
15828	root	K21823
15829	root	K20460
15830	root	K03774
15831	root	K21767
15832	root	K22992
15833	root	K07922
15834	root	K17474
15835	root	K24467
15836	root	K11670
15837	root	K08534
15838	root	K03041
15839	root	K21724
15840	root	K14214
15841	root	K01848
15842	root	K08439
15843	root	K21174
15844	root	K13524
15845	root	K09699
15846	root	K15870
15847	root	K18830
15848	root	K15965
15849	root	K15605
15850	root	K01434
15851	root	K21945
15852	root	K19657
15853	root	K19763
15854	root	K08304
15855	root	K08573
15856	root	K03896
15857	root	K07869
15858	root	K09025
15859	root	K03638
15860	root	K12785
15861	root	K08336
15862	root	K19039
15863	root	K18893
15864	root	K08741
15865	root	K14242
15866	root	K16435
15867	root	K04857
15868	root	K16589
15869	root	K13121
15870	root	K12191
15871	root	K05770
15872	root	K12776
15873	root	K24927
15874	root	K19600
15875	root	K23851
15876	root	K08413
15877	root	K17827
15878	root	K13828
15879	root	K19646
15880	root	K11474
15881	root	K24562
15882	root	K06365
15883	root	K01517
15884	root	K14009
15885	root	K16063
15886	root	K03831
15887	root	K22382
15888	root	K01186
15889	root	K13972
15890	root	K20794
15891	root	K08151
15892	root	K12411
15893	root	K18080
15894	root	K25358
15895	root	K14660
15896	root	K23291
15897	root	K03340
15898	root	K04278
15899	root	K11561
15900	root	K25232
15901	root	K15822
15902	root	K14227
15903	root	K01443
15904	root	K17188
15905	root	K24830
15906	root	K08125
15907	root	K16464
15908	root	K15461
15909	root	K13605
15910	root	K12654
15911	root	K07136
15912	root	K25709
15913	root	K01581
15914	root	K03886
15915	root	K17717
15916	root	K18890
15917	root	K18433
15918	root	K16579
15919	root	K13138
15920	root	K19321
15921	root	K08699
15922	root	K24034
15923	root	K04591
15924	root	K02099
15925	root	K02673
15926	root	K11419
15927	root	K11382
15928	root	K18970
15929	root	K04051
15930	root	K12606
15931	root	K19205
15932	root	K08554
15933	root	K15265
15934	root	K16842
15935	root	K17301
15936	root	K20264
15937	root	K10642
15938	root	K03844
15939	root	K03297
15940	root	K09206
15941	root	K04493
15942	root	K05265
15943	root	K25933
15944	root	K17141
15945	root	K02651
15946	root	K22307
15947	root	K01455
15948	root	K07002
15949	root	K24637
15950	root	K11646
15951	root	K15287
15952	root	K22508
15953	root	K11389
15954	root	K08593
15955	root	K03498
15956	root	K09099
15957	root	K15304
15958	root	K25416
15959	root	K15853
15960	root	K15390
15961	root	K09115
15962	root	K10885
15963	root	K15501
15964	root	K16875
15965	root	K11499
15966	root	K21559
15967	root	K16590
15968	root	K16878
15969	root	K18044
15970	root	K06035
15971	root	K22873
15972	root	K08493
15973	root	K18752
15974	root	K18626
15975	root	K05675
15976	root	K21631
15977	root	K11940
15978	root	K05877
15979	root	K04912
15980	root	K03447
15981	root	K09173
15982	root	K22958
15983	root	K08342
15984	root	K14913
15985	root	K20106
15986	root	K19416
15987	root	K15913
15988	root	K04146
15989	root	K22190
15990	root	K20271
15991	root	K18580
15992	root	K17123
15993	root	K12317
15994	root	K08919
15995	root	K01159
15996	root	K15685
15997	root	K01462
15998	root	K20063
15999	root	K18217
16000	root	K12697
16001	root	K20669
16002	root	K18314
16003	root	K22341
16004	root	K12335
16005	root	K22567
16006	root	K07882
16007	root	K15966
16008	root	K16373
16009	root	K06403
16010	root	K14588
16011	root	K23139
16012	root	K12250
16013	root	K20805
16014	root	K02920
16015	root	K03993
16016	root	K02795
16017	root	K08092
16018	root	K22975
16019	root	K00664
16020	root	K14558
16021	root	K06133
16022	root	K03414
16023	root	K06503
16024	root	K19712
16025	root	K24196
16026	root	K04644
16027	root	K11509
16028	root	K09175
16029	root	K05359
16030	root	K05620
16031	root	K16252
16032	root	K10134
16033	root	K21706
16034	root	K19974
16035	root	K18504
16036	root	K16470
16037	root	K10600
16038	root	K15154
16039	root	K11989
16040	root	K15902
16041	root	K09524
16042	root	K08587
16043	root	K16289
16044	root	K21417
16045	root	K19579
16046	root	K09149
16047	root	K24191
16048	root	K16214
16049	root	K09965
16050	root	K19310
16051	root	K18006
16052	root	K12483
16053	root	K01448
16054	root	K17822
16055	root	K23594
16056	root	K23083
16057	root	K03861
16058	root	K17148
16059	root	K21316
16060	root	K13091
16061	root	K08683
16062	root	K13721
16063	root	K00118
16064	root	K00782
16065	root	K07420
16066	root	K07971
16067	root	K03306
16068	root	K17195
16069	root	K16313
16070	root	K20926
16071	root	K12831
16072	root	K00599
16073	root	K23454
16074	root	K13337
16075	root	K25861
16076	root	K25890
16077	root	K15295
16078	root	K19965
16079	root	K11326
16080	root	K19137
16081	root	K02593
16082	root	K13106
16083	root	K10705
16084	root	K01321
16085	root	K17873
16086	root	K18866
16087	root	K06688
16088	root	K20728
16089	root	K25687
16090	root	K04824
16091	root	K13736
16092	root	K23876
16093	root	K13718
16094	root	K09803
16095	root	K25011
16096	root	K16112
16097	root	K16301
16098	root	K10195
16099	root	K22350
16100	root	K03411
16101	root	K10918
16102	root	K04825
16103	root	K03127
16104	root	K17230
16105	root	K24744
16106	root	K20587
16107	root	K06085
16108	root	K00150
16109	root	K05212
16110	root	K21506
16111	root	K11974
16112	root	K04797
16113	root	K09570
16114	root	K16423
16115	root	K10178
16116	root	K03922
16117	root	K00013
16118	root	K13240
16119	root	K09109
16120	root	K06879
16121	root	K20020
16122	root	K20707
16123	root	K07740
16124	root	K20654
16125	root	K04447
16126	root	K07933
16127	root	K07684
16128	root	K07473
16129	root	K04954
16130	root	K14798
16131	root	K24641
16132	root	K14797
16133	root	K02260
16134	root	K07000
16135	root	K22608
16136	root	K18840
16137	root	K01485
16138	root	K01986
16139	root	K05096
16140	root	K16412
16141	root	K16901
16142	root	K18412
16143	root	K16549
16144	root	K17823
16145	root	K23299
16146	root	K15161
16147	root	K25447
16148	root	K20495
16149	root	K07067
16150	root	K01918
16151	root	K11244
16152	root	K03064
16153	root	K14567
16154	root	K21054
16155	root	K18104
16156	root	K07525
16157	root	K01855
16158	root	K18927
16159	root	K08045
16160	root	K13785
16161	root	K07814
16162	root	K02124
16163	root	K13658
16164	root	K01846
16165	root	K12827
16166	root	K21718
16167	root	K13282
16168	root	K03281
16169	root	K19040
16170	root	K15578
16171	root	K03849
16172	root	K21985
16173	root	K10619
16174	root	K13264
16175	root	K10253
16176	root	K21440
16177	root	K21510
16178	root	K10521
16179	root	K25918
16180	root	K19199
16181	root	K11408
16182	root	K09808
16183	root	K13183
16184	root	K19989
16185	root	K09231
16186	root	K00793
16187	root	K14955
16188	root	K21343
16189	root	K02227
16190	root	K10697
16191	root	K03641
16192	root	K11061
16193	root	K22297
16194	root	K12113
16195	root	K09538
16196	root	K20077
16197	root	K01219
16198	root	K08286
16199	root	K05529
16200	root	K25905
16201	root	K13752
16202	root	K03347
16203	root	K23068
16204	root	K14557
16205	root	K08862
16206	root	K17412
16207	root	K18671
16208	root	K08277
16209	root	K09287
16210	root	K16787
16211	root	K10247
16212	root	K08763
16213	root	K04123
16214	root	K24807
16215	root	K15204
16216	root	K20682
16217	root	K08658
16218	root	K15372
16219	root	K12794
16220	root	K24736
16221	root	K20852
16222	root	K17046
16223	root	K25671
16224	root	K00833
16225	root	K22436
16226	root	K23216
16227	root	K25886
16228	root	K00385
16229	root	K13967
16230	root	K02403
16231	root	K03186
16232	root	K07481
16233	root	K00805
16234	root	K24468
16235	root	K00290
16236	root	K09685
16237	root	K07348
16238	root	K20500
16239	root	K09702
16240	root	K12466
16241	root	K01075
16242	root	K15579
16243	root	K12960
16244	root	K20941
16245	root	K19710
16246	root	K09374
16247	root	K21986
16248	root	K11718
16249	root	K22515
16250	root	K23475
16251	root	K08843
16252	root	K16183
16253	root	K06939
16254	root	K00848
16255	root	K00774
16256	root	K07117
16257	root	K04806
16258	root	K14577
16259	root	K11728
16260	root	K11979
16261	root	K19456
16262	root	K05244
16263	root	K25308
16264	root	K13407
16265	root	K16341
16266	root	K02525
16267	root	K01915
16268	root	K20300
16269	root	K09862
16270	root	K00197
16271	root	K11995
16272	root	K08417
16273	root	K24347
16274	root	K18619
16275	root	K22674
16276	root	K10102
16277	root	K03933
16278	root	K24532
16279	root	K06944
16280	root	K06527
16281	root	K04920
16282	root	K16217
16283	root	K15998
16284	root	K09208
16285	root	K03060
16286	root	K10906
16287	root	K13539
16288	root	K09106
16289	root	K16779
16290	root	K10990
16291	root	K00072
16292	root	K18810
16293	root	K10791
16294	root	K20097
16295	root	K12854
16296	root	K14291
16297	root	K19627
16298	root	K23304
16299	root	K01146
16300	root	K19919
16301	root	K17755
16302	root	K22058
16303	root	K06204
16304	root	K19619
16305	root	K12910
16306	root	K05665
16307	root	K12687
16308	root	K22261
16309	root	K01885
16310	root	K25995
16311	root	K03142
16312	root	K17601
16313	root	K06082
16314	root	K16637
16315	root	K14938
16316	root	K25160
16317	root	K18976
16318	root	K25084
16319	root	K23924
16320	root	K18176
16321	root	K02941
16322	root	K13916
16323	root	K15698
16324	root	K08105
16325	root	K10608
16326	root	K12611
16327	root	K23303
16328	root	K06982
16329	root	K04297
16330	root	K10505
16331	root	K18132
16332	root	K21141
16333	root	K01040
16334	root	K01562
16335	root	K25357
16336	root	K14458
16337	root	K00371
16338	root	K17864
16339	root	K20134
16340	root	K22306
16341	root	K11808
16342	root	K13177
16343	root	K24093
16344	root	K25601
16345	root	K19497
16346	root	K21793
16347	root	K10009
16348	root	K03522
16349	root	K10687
16350	root	K14070
16351	root	K01474
16352	root	K18427
16353	root	K21942
16354	root	K14733
16355	root	K21240
16356	root	K06063
16357	root	K12670
16358	root	K21684
16359	root	K05249
16360	root	K02964
16361	root	K08959
16362	root	K08967
16363	root	K01468
16364	root	K17206
16365	root	K07886
16366	root	K06585
16367	root	K08915
16368	root	K09479
16369	root	K20729
16370	root	K00698
16371	root	K12280
16372	root	K00549
16373	root	K19754
16374	root	K03548
16375	root	K21599
16376	root	K17505
16377	root	K11074
16378	root	K04946
16379	root	K24039
16380	root	K17257
16381	root	K24876
16382	root	K18887
16383	root	K03596
16384	root	K13640
16385	root	K22502
16386	root	K11656
16387	root	K23724
16388	root	K05446
16389	root	K02473
16390	root	K04316
16391	root	K00188
16392	root	K21606
16393	root	K13258
16394	root	K19936
16395	root	K19091
16396	root	K16882
16397	root	K13610
16398	root	K24747
16399	root	K07469
16400	root	K09057
16401	root	K00383
16402	root	K17909
16403	root	K12627
16404	root	K25101
16405	root	K24240
16406	root	K15214
16407	root	K22035
16408	root	K17293
16409	root	K16288
16410	root	K06380
16411	root	K08218
16412	root	K01904
16413	root	K09074
16414	root	K00586
16415	root	K07270
16416	root	K04891
16417	root	K19813
16418	root	K07366
16419	root	K08470
16420	root	K13221
16421	root	K25087
16422	root	K10423
16423	root	K04212
16424	root	K19065
16425	root	K20946
16426	root	K17510
16427	root	K15332
16428	root	K13952
16429	root	K18521
16430	root	K13835
16431	root	K23847
16432	root	K22520
16433	root	K07454
16434	root	K11185
16435	root	K09312
16436	root	K09002
16437	root	K07155
16438	root	K00907
16439	root	K23094
16440	root	K14523
16441	root	K09235
16442	root	K10404
16443	root	K03967
16444	root	K05673
16445	root	K12211
16446	root	K10014
16447	root	K25555
16448	root	K10222
16449	root	K25150
16450	root	K23715
16451	root	K22362
16452	root	K21243
16453	root	K21431
16454	root	K20757
16455	root	K16284
16456	root	K14087
16457	root	K23205
16458	root	K15876
16459	root	K25146
16460	root	K10971
16461	root	K10117
16462	root	K15059
16463	root	K18564
16464	root	K14111
16465	root	K06873
16466	root	K17481
16467	root	K23997
16468	root	K25655
16469	root	K20740
16470	root	K07991
16471	root	K02246
16472	root	K17869
16473	root	K01529
16474	root	K01905
16475	root	K11012
16476	root	K19053
16477	root	K13281
16478	root	K21998
16479	root	K06684
16480	root	K09740
16481	root	K11413
16482	root	K02013
16483	root	K05214
16484	root	K06646
16485	root	K23568
16486	root	K21232
16487	root	K25394
16488	root	K06210
16489	root	K15056
16490	root	K07698
16491	root	K21129
16492	root	K19983
16493	root	K22840
16494	root	K10802
16495	root	K03947
16496	root	K22797
16497	root	K03350
16498	root	K02573
16499	root	K14806
16500	root	K05057
16501	root	K15316
16502	root	K20913
16503	root	K22587
16504	root	K02989
16505	root	K00543
16506	root	K17337
16507	root	K00427
16508	root	K01029
16509	root	K06472
16510	root	K13449
16511	root	K06663
16512	root	K23248
16513	root	K01558
16514	root	K04572
16515	root	K25096
16516	root	K23813
16517	root	K24179
16518	root	K17197
16519	root	K07561
16520	root	K23783
16521	root	K18854
16522	root	K19155
16523	root	K13062
16524	root	K05724
16525	root	K07399
16526	root	K24438
16527	root	K13380
16528	root	K25713
16529	root	K22896
16530	root	K14547
16531	root	K08629
16532	root	K07515
16533	root	K08330
16534	root	K16092
16535	root	K05577
16536	root	K16914
16537	root	K06155
16538	root	K22719
16539	root	K08378
16540	root	K20590
16541	root	K09091
16542	root	K12309
16543	root	K19340
16544	root	K25467
16545	root	K13887
16546	root	K05217
16547	root	K04261
16548	root	K04869
16549	root	K15294
16550	root	K06154
16551	root	K25423
16552	root	K02283
16553	root	K17147
16554	root	K04311
16555	root	K24174
16556	root	K08428
16557	root	K07862
16558	root	K00852
16559	root	K23081
16560	root	K02030
16561	root	K00841
16562	root	K07400
16563	root	K04084
16564	root	K21479
16565	root	K14920
16566	root	K01253
16567	root	K17000
16568	root	K01206
16569	root	K21377
16570	root	K03628
16571	root	K08400
16572	root	K18015
16573	root	K20227
16574	root	K18540
16575	root	K02482
16576	root	K17731
16577	root	K01961
16578	root	K10262
16579	root	K21496
16580	root	K18023
16581	root	K09505
16582	root	K01784
16583	root	K24808
16584	root	K07189
16585	root	K20997
16586	root	K11361
16587	root	K02341
16588	root	K18710
16589	root	K12188
16590	root	K14263
16591	root	K06096
16592	root	K25398
16593	root	K07188
16594	root	K15952
16595	root	K13365
16596	root	K25740
16597	root	K25874
16598	root	K12435
16599	root	K12688
16600	root	K15629
16601	root	K22410
16602	root	K08549
16603	root	K04216
16604	root	K21560
16605	root	K21791
16606	root	K02351
16607	root	K15051
16608	root	K15004
16609	root	K06101
16610	root	K02315
16611	root	K18823
16612	root	K17960
16613	root	K20835
16614	root	K04610
16615	root	K15119
16616	root	K24270
16617	root	K11770
16618	root	K10568
16619	root	K14764
16620	root	K10455
16621	root	K15013
16622	root	K07745
16623	root	K13810
16624	root	K13334
16625	root	K19795
16626	root	K22503
16627	root	K02259
16628	root	K07163
16629	root	K10033
16630	root	K06885
16631	root	K01438
16632	root	K16816
16633	root	K24658
16634	root	K19496
16635	root	K20415
16636	root	K08751
16637	root	K09688
16638	root	K01962
16639	root	K06402
16640	root	K12690
16641	root	K15080
16642	root	K25173
16643	root	K00146
16644	root	K03583
16645	root	K15996
16646	root	K02459
16647	root	K22774
16648	root	K21353
16649	root	K10615
16650	root	K16906
16651	root	K20388
16652	root	K25029
16653	root	K19239
16654	root	K08202
16655	root	K09577
16656	root	K06826
16657	root	K12741
16658	root	K18772
16659	root	K19285
16660	root	K04717
16661	root	K10511
16662	root	K02314
16663	root	K06174
16664	root	K17024
16665	root	K12720
16666	root	K21426
16667	root	K25623
16668	root	K03644
16669	root	K01068
16670	root	K03873
16671	root	K20256
16672	root	K25516
16673	root	K08885
16674	root	K15412
16675	root	K07123
16676	root	K19075
16677	root	K18899
16678	root	K19788
16679	root	K19190
16680	root	K09431
16681	root	K03624
16682	root	K14747
16683	root	K20650
16684	root	K20558
16685	root	K16349
16686	root	K18442
16687	root	K02823
16688	root	K07853
16689	root	K10875
16690	root	K24559
16691	root	K20899
16692	root	K20454
16693	root	K21800
16694	root	K01002
16695	root	K20602
16696	root	K00973
16697	root	K24543
16698	root	K25502
16699	root	K18706
16700	root	K20911
16701	root	K02423
16702	root	K00148
16703	root	K14975
16704	root	K08853
16705	root	K05605
16706	root	K05250
16707	root	K21534
16708	root	K23189
16709	root	K02176
16710	root	K19781
16711	root	K21672
16712	root	K25262
16713	root	K23565
16714	root	K15045
16715	root	K01501
16716	root	K14294
16717	root	K07407
16718	root	K07664
16719	root	K23682
16720	root	K19695
16721	root	K02175
16722	root	K19912
16723	root	K10163
16724	root	K02702
16725	root	K05105
16726	root	K25013
16727	root	K23760
16728	root	K11079
16729	root	K23065
16730	root	K06106
16731	root	K11789
16732	root	K04701
16733	root	K17315
16734	root	K11226
16735	root	K08432
16736	root	K05716
16737	root	K15612
16738	root	K00102
16739	root	K24452
