	parent	child
7704	root	K20260
7705	root	K08015
7706	root	K01400
7707	root	K07158
7708	root	K21841
7709	root	K21183
7710	root	K06047
7711	root	K03001
7712	root	K14187
7713	root	K15948
7714	root	K04017
7715	root	K01647
7716	root	K13661
7717	root	K18639
7718	root	K25859
7719	root	K13032
7720	root	K15402
7721	root	K20166
7722	root	K02242
7723	root	K18341
7724	root	K02041
7725	root	K11167
7726	root	K10895
7727	root	K06491
7728	root	K13259
7729	root	K15530
7730	root	K24759
7731	root	K06429
7732	root	K06214
7733	root	K09543
7734	root	K18789
7735	root	K03437
7736	root	K19687
7737	root	K00815
7738	root	K10366
7739	root	K21132
7740	root	K24046
7741	root	K01442
7742	root	K20515
7743	root	K19336
7744	root	K10065
7745	root	K24885
7746	root	K03322
7747	root	K20940
7748	root	K07328
7749	root	K11402
7750	root	K21981
7751	root	K21664
7752	root	K14704
7753	root	K22953
7754	root	K06726
7755	root	K15306
7756	root	K09343
7757	root	K24451
7758	root	K23334
7759	root	K18455
7760	root	K06417
7761	root	K10504
7762	root	K13930
7763	root	K21973
7764	root	K24675
7765	root	K25023
7766	root	K01284
7767	root	K14867
7768	root	K23224
7769	root	K10829
7770	root	K19583
7771	root	K17438
7772	root	K22262
7773	root	K18872
7774	root	K12342
7775	root	K01064
7776	root	K01690
7777	root	K02727
7778	root	K10721
7779	root	K05222
7780	root	K09587
7781	root	K06066
7782	root	K01913
7783	root	K25824
7784	root	K04356
7785	root	K24643
7786	root	K20609
7787	root	K06279
7788	root	K04499
7789	root	K12396
7790	root	K16292
7791	root	K11781
7792	root	K00564
7793	root	K08793
7794	root	K08613
7795	root	K10413
7796	root	K06107
7797	root	K00161
7798	root	K05292
7799	root	K05399
7800	root	K19111
7801	root	K16390
7802	root	K23994
7803	root	K14781
7804	root	K15553
7805	root	K22935
7806	root	K21682
7807	root	K05755
7808	root	K16600
7809	root	K15500
7810	root	K12520
7811	root	K05618
7812	root	K22094
7813	root	K01559
7814	root	K15837
7815	root	K00270
7816	root	K02698
7817	root	K15454
7818	root	K17892
7819	root	K05874
7820	root	K23253
7821	root	K08984
7822	root	K07314
7823	root	K06117
7824	root	K01874
7825	root	K21679
7826	root	K23518
7827	root	K05281
7828	root	K01297
7829	root	K06432
7830	root	K17373
7831	root	K17942
7832	root	K19720
7833	root	K14213
7834	root	K01148
7835	root	K25617
7836	root	K25408
7837	root	K16688
7838	root	K23274
7839	root	K22170
7840	root	K23302
7841	root	K22384
7842	root	K13433
7843	root	K11738
7844	root	K01359
7845	root	K08403
7846	root	K17115
7847	root	K03023
7848	root	K01948
7849	root	K13469
7850	root	K20539
7851	root	K20677
7852	root	K18142
7853	root	K13454
7854	root	K23549
7855	root	K18759
7856	root	K05215
7857	root	K12495
7858	root	K09624
7859	root	K06734
7860	root	K22909
7861	root	K00431
7862	root	K13431
7863	root	K18510
7864	root	K24322
7865	root	K17091
7866	root	K14367
7867	root	K10357
7868	root	K25381
7869	root	K16493
7870	root	K11062
7871	root	K10685
7872	root	K10584
7873	root	K12384
7874	root	K24503
7875	root	K07313
7876	root	K08437
7877	root	K12203
7878	root	K16968
7879	root	K24238
7880	root	K09005
7881	root	K13276
7882	root	K10500
7883	root	K18787
7884	root	K19400
7885	root	K16496
7886	root	K18355
7887	root	K25875
7888	root	K24060
7889	root	K24211
7890	root	K04871
7891	root	K03828
7892	root	K02652
7893	root	K11815
7894	root	K01843
7895	root	K05166
7896	root	K00631
7897	root	K09019
7898	root	K22616
7899	root	K14742
7900	root	K08041
7901	root	K06258
7902	root	K02533
7903	root	K23984
7904	root	K24835
7905	root	K16980
7906	root	K17387
7907	root	K21805
7908	root	K19361
7909	root	K01506
7910	root	K23797
7911	root	K24371
7912	root	K09978
7913	root	K25004
7914	root	K08498
7915	root	K01631
7916	root	K06202
7917	root	K23668
7918	root	K19778
7919	root	K22361
7920	root	K13043
7921	root	K17001
7922	root	K16752
7923	root	K03971
7924	root	K19189
7925	root	K01760
7926	root	K09999
7927	root	K00372
7928	root	K20725
7929	root	K02918
7930	root	K19952
7931	root	K07602
7932	root	K11745
7933	root	K11301
7934	root	K12213
7935	root	K20330
7936	root	K04189
7937	root	K21695
7938	root	K09915
7939	root	K17966
7940	root	K23369
7941	root	K18389
7942	root	K16771
7943	root	K11395
7944	root	K01296
7945	root	K14632
7946	root	K20200
7947	root	K17473
7948	root	K19844
7949	root	K05778
7950	root	K01499
7951	root	K21874
7952	root	K11790
7953	root	K20643
7954	root	K00326
7955	root	K19192
7956	root	K19737
7957	root	K09148
7958	root	K19006
7959	root	K07865
7960	root	K17876
7961	root	K00847
7962	root	K24649
7963	root	K06433
7964	root	K22596
7965	root	K25589
7966	root	K21647
7967	root	K09239
7968	root	K21031
7969	root	K06863
7970	root	K04773
7971	root	K01624
7972	root	K05109
7973	root	K17420
7974	root	K01697
7975	root	K08897
7976	root	K19810
7977	root	K19930
7978	root	K21912
7979	root	K09907
7980	root	K11245
7981	root	K20999
7982	root	K01025
7983	root	K25705
7984	root	K14144
7985	root	K24353
7986	root	K00891
7987	root	K14643
7988	root	K20115
7989	root	K21035
7990	root	K10494
7991	root	K09338
7992	root	K04604
7993	root	K01755
7994	root	K01277
7995	root	K09944
7996	root	K08855
7997	root	K25155
7998	root	K12467
7999	root	K03588
8000	root	K09605
8001	root	K00284
8002	root	K10288
8003	root	K06487
8004	root	K19432
8005	root	K06669
8006	root	K21450
8007	root	K14998
8008	root	K10177
8009	root	K08440
8010	root	K07597
8011	root	K23825
8012	root	K04656
8013	root	K08251
8014	root	K06976
8015	root	K04290
8016	root	K07794
8017	root	K25470
8018	root	K23995
8019	root	K09306
8020	root	K12893
8021	root	K03048
8022	root	K05440
8023	root	K23241
8024	root	K09939
8025	root	K18303
8026	root	K18009
8027	root	K16440
8028	root	K08274
8029	root	K01392
8030	root	K18226
8031	root	K10862
8032	root	K03625
8033	root	K08076
8034	root	K02217
8035	root	K15543
8036	root	K17721
8037	root	K08509
8038	root	K21408
8039	root	K05346
8040	root	K02922
8041	root	K05242
8042	root	K21461
8043	root	K19241
8044	root	K04552
8045	root	K25331
8046	root	K00448
8047	root	K10605
8048	root	K22852
8049	root	K21699
8050	root	K25921
8051	root	K24880
8052	root	K06126
8053	root	K11117
8054	root	K04952
8055	root	K13027
8056	root	K01404
8057	root	K13820
8058	root	K17766
8059	root	K25048
8060	root	K01078
8061	root	K24097
8062	root	K21429
8063	root	K22413
8064	root	K19148
8065	root	K04599
8066	root	K19877
8067	root	K16001
8068	root	K14229
8069	root	K23368
8070	root	K14687
8071	root	K23615
8072	root	K21691
8073	root	K24839
8074	root	K07621
8075	root	K19900
8076	root	K12172
8077	root	K03111
8078	root	K17586
8079	root	K04774
8080	root	K03185
8081	root	K10129
8082	root	K13156
8083	root	K14372
8084	root	K04425
8085	root	K18672
8086	root	K19139
8087	root	K23595
8088	root	K20064
8089	root	K18414
8090	root	K25466
8091	root	K22890
8092	root	K05804
8093	root	K17170
8094	root	K23178
8095	root	K15796
8096	root	K03069
8097	root	K15753
8098	root	K18886
8099	root	K09417
8100	root	K11550
8101	root	K12778
8102	root	K17272
8103	root	K10538
8104	root	K17988
8105	root	K06073
8106	root	K21438
8107	root	K01087
8108	root	K04582
8109	root	K13738
8110	root	K13510
8111	root	K12724
8112	root	K13608
8113	root	K23011
8114	root	K12693
8115	root	K05378
8116	root	K20726
8117	root	K01224
8118	root	K20901
8119	root	K22004
8120	root	K10224
8121	root	K20574
8122	root	K22760
8123	root	K21600
8124	root	K24241
8125	root	K11400
8126	root	K16630
8127	root	K10081
8128	root	K00857
8129	root	K04115
8130	root	K21814
8131	root	K06622
8132	root	K09497
8133	root	K04792
8134	root	K03095
8135	root	K25469
8136	root	K00019
8137	root	K02530
8138	root	K05670
8139	root	K08812
8140	root	K20236
8141	root	K21061
8142	root	K25126
8143	root	K25763
8144	root	K00466
8145	root	K00410
8146	root	K12182
8147	root	K13969
8148	root	K03842
8149	root	K12734
8150	root	K17042
8151	root	K06421
8152	root	K16134
8153	root	K03989
8154	root	K10929
8155	root	K06250
8156	root	K23868
8157	root	K07377
8158	root	K17797
8159	root	K11349
8160	root	K07768
8161	root	K06383
8162	root	K20131
8163	root	K16538
8164	root	K10424
8165	root	K17410
8166	root	K22034
8167	root	K18002
8168	root	K03145
8169	root	K06327
8170	root	K17223
8171	root	K15646
8172	root	K14260
8173	root	K20683
8174	root	K22045
8175	root	K07250
8176	root	K08154
8177	root	K09706
8178	root	K15217
8179	root	K15022
8180	root	K15860
8181	root	K14077
8182	root	K15123
8183	root	K15293
8184	root	K12373
8185	root	K00018
8186	root	K12283
8187	root	K00492
8188	root	K06659
8189	root	K13764
8190	root	K09818
8191	root	K18492
8192	root	K19129
8193	root	K15353
8194	root	K09792
8195	root	K20831
8196	root	K22409
8197	root	K10889
8198	root	K14048
8199	root	K20177
8200	root	K25380
8201	root	K11004
8202	root	K10565
8203	root	K21526
8204	root	K07619
8205	root	K22199
8206	root	K16990
8207	root	K01720
8208	root	K04982
8209	root	K16167
8210	root	K06560
8211	root	K11653
8212	root	K10588
8213	root	K13897
8214	root	K19232
8215	root	K14544
8216	root	K12887
8217	root	K20923
8218	root	K12967
8219	root	K00211
8220	root	K13598
8221	root	K17327
8222	root	K09751
8223	root	K12542
8224	root	K16865
8225	root	K11206
8226	root	K05728
8227	root	K21222
8228	root	K17609
8229	root	K24470
8230	root	K08557
8231	root	K11846
8232	root	K03627
8233	root	K01493
8234	root	K19794
8235	root	K09856
8236	root	K11852
8237	root	K18938
8238	root	K05931
8239	root	K24826
8240	root	K17465
8241	root	K17124
8242	root	K20700
8243	root	K14296
8244	root	K03305
8245	root	K25788
8246	root	K25808
8247	root	K03996
8248	root	K05934
8249	root	K19307
8250	root	K16209
8251	root	K23043
8252	root	K10748
8253	root	K18370
8254	root	K19940
8255	root	K13645
8256	root	K17653
8257	root	K13473
8258	root	K17402
8259	root	K17250
8260	root	K24058
8261	root	K03586
8262	root	K25251
8263	root	K24659
8264	root	K10966
8265	root	K23028
8266	root	K19332
8267	root	K15238
8268	root	K09052
8269	root	K12038
8270	root	K08377
8271	root	K13553
8272	root	K10085
8273	root	K23808
8274	root	K14160
8275	root	K20165
8276	root	K08796
8277	root	K25229
8278	root	K16472
8279	root	K12646
8280	root	K01293
8281	root	K03540
8282	root	K24689
8283	root	K15720
8284	root	K01043
8285	root	K03770
8286	root	K21050
8287	root	K16525
8288	root	K24737
8289	root	K05740
8290	root	K16322
8291	root	K19685
8292	root	K01481
8293	root	K00405
8294	root	K08526
8295	root	K24877
8296	root	K22075
8297	root	K20804
8298	root	K21409
8299	root	K08255
8300	root	K00975
8301	root	K04699
8302	root	K18898
8303	root	K24132
8304	root	K00532
8305	root	K20865
8306	root	K25263
8307	root	K08566
8308	root	K08696
8309	root	K12251
8310	root	K11292
8311	root	K00505
8312	root	K00029
8313	root	K05896
8314	root	K09166
8315	root	K16055
8316	root	K08555
8317	root	K20849
8318	root	K20216
8319	root	K22468
8320	root	K19928
8321	root	K01024
8322	root	K14590
8323	root	K05099
8324	root	K03655
8325	root	K17062
8326	root	K19216
8327	root	K04788
8328	root	K07802
8329	root	K21437
8330	root	K18073
8331	root	K25779
8332	root	K01290
8333	root	K12901
8334	root	K08245
8335	root	K06857
8336	root	K18513
8337	root	K25607
8338	root	K01204
8339	root	K24071
8340	root	K12061
8341	root	K24166
8342	root	K07379
8343	root	K24116
8344	root	K09671
8345	root	K17982
8346	root	K06144
8347	root	K01957
8348	root	K06670
8349	root	K06476
8350	root	K10251
8351	root	K09485
8352	root	K14051
8353	root	K17459
8354	root	K07955
8355	root	K16455
8356	root	K13950
8357	root	K17617
8358	root	K02700
8359	root	K03949
8360	root	K14771
8361	root	K11752
8362	root	K18816
8363	root	K14721
8364	root	K21114
8365	root	K09179
8366	root	K18585
8367	root	K07595
8368	root	K06787
8369	root	K11951
8370	root	K05261
8371	root	K04831
8372	root	K15419
8373	root	K02073
8374	root	K16972
8375	root	K20858
8376	root	K02048
8377	root	K02940
8378	root	K05756
8379	root	K09103
8380	root	K16608
8381	root	K06972
8382	root	K00089
8383	root	K13444
8384	root	K24152
8385	root	K07137
8386	root	K01678
8387	root	K17401
8388	root	K20130
8389	root	K18954
8390	root	K16127
8391	root	K12253
8392	root	K14685
8393	root	K16734
8394	root	K21396
8395	root	K03573
8396	root	K01229
8397	root	K24777
8398	root	K19716
8399	root	K07362
8400	root	K11201
8401	root	K20111
8402	root	K02366
8403	root	K05189
8404	root	K16948
8405	root	K00217
8406	root	K23249
8407	root	K05226
8408	root	K18936
8409	root	K22213
8410	root	K22625
8411	root	K16244
8412	root	K01626
8413	root	K03865
8414	root	K12770
8415	root	K20692
8416	root	K16011
8417	root	K09474
8418	root	K23695
8419	root	K23503
8420	root	K14097
8421	root	K15110
8422	root	K19964
8423	root	K02627
8424	root	K17384
8425	root	K16837
8426	root	K05727
8427	root	K25630
8428	root	K19953
8429	root	K11986
8430	root	K14693
8431	root	K01686
8432	root	K12997
8433	root	K21709
8434	root	K04534
8435	root	K15637
8436	root	K04815
8437	root	K24670
8438	root	K22294
8439	root	K25197
8440	root	K16342
8441	root	K17519
8442	root	K01314
8443	root	K17810
8444	root	K23453
8445	root	K13063
8446	root	K10852
8447	root	K24958
8448	root	K11516
8449	root	K21579
8450	root	K19170
8451	root	K25929
8452	root	K00733
8453	root	K03104
8454	root	K25476
8455	root	K13959
8456	root	K17885
8457	root	K08165
8458	root	K09971
8459	root	K06671
8460	root	K03643
8461	root	K23749
8462	root	K22432
8463	root	K01451
8464	root	K07720
8465	root	K17194
8466	root	K01254
8467	root	K04722
8468	root	K06277
8469	root	K12346
8470	root	K03055
8471	root	K21524
8472	root	K16331
8473	root	K05644
8474	root	K21846
8475	root	K10722
8476	root	K25868
8477	root	K21386
8478	root	K08521
8479	root	K17117
8480	root	K17557
8481	root	K00660
8482	root	K05206
8483	root	K11990
8484	root	K23401
8485	root	K16548
8486	root	K08484
8487	root	K13767
8488	root	K16089
8489	root	K06761
8490	root	K01526
8491	root	K23331
8492	root	K11252
8493	root	K16248
8494	root	K21356
8495	root	K12840
8496	root	K12677
8497	root	K25163
8498	root	K19134
8499	root	K14374
8500	root	K14518
8501	root	K03233
8502	root	K16129
8503	root	K15654
8504	root	K13287
8505	root	K10089
8506	root	K21189
8507	root	K10533
8508	root	K22644
8509	root	K06893
8510	root	K18430
8511	root	K17199
8512	root	K20623
8513	root	K14946
8514	root	K12184
8515	root	K22032
8516	root	K04003
8517	root	K10352
8518	root	K12595
8519	root	K23852
8520	root	K19381
8521	root	K08738
8522	root	K06276
8523	root	K17139
8524	root	K12503
8525	root	K15465
8526	root	K22301
8527	root	K25724
8528	root	K25170
8529	root	K00596
8530	root	K02004
8531	root	K17358
8532	root	K13555
8533	root	K12835
8534	root	K02939
8535	root	K10497
8536	root	K16176
8537	root	K03273
8538	root	K24342
8539	root	K15593
8540	root	K14102
8541	root	K19286
8542	root	K06033
8543	root	K00690
8544	root	K15909
8545	root	K09885
8546	root	K15488
8547	root	K10268
8548	root	K04157
8549	root	K15739
8550	root	K25000
8551	root	K08205
8552	root	K14465
8553	root	K02300
8554	root	K06208
8555	root	K19439
8556	root	K02621
8557	root	K16101
8558	root	K24913
8559	root	K16010
8560	root	K03705
8561	root	K11771
8562	root	K02962
8563	root	K04378
8564	root	K02450
8565	root	K04901
8566	root	K23600
8567	root	K09447
8568	root	K15458
8569	root	K14475
8570	root	K12729
8571	root	K22083
8572	root	K00867
8573	root	K07772
8574	root	K20348
8575	root	K17480
8576	root	K19789
8577	root	K19377
8578	root	K01045
8579	root	K09510
8580	root	K25100
8581	root	K18634
8582	root	K11274
8583	root	K20594
8584	root	K11370
8585	root	K03059
8586	root	K22898
8587	root	K06005
8588	root	K14073
8589	root	K20095
8590	root	K11873
8591	root	K18543
8592	root	K17924
8593	root	K22692
8594	root	K21136
8595	root	K19444
8596	root	K12553
8597	root	K25407
8598	root	K15131
8599	root	K20673
8600	root	K03015
8601	root	K07051
8602	root	K07050
8603	root	K20951
8604	root	K25660
8605	root	K18147
8606	root	K01978
8607	root	K04042
8608	root	K16479
8609	root	K10077
8610	root	K01649
8611	root	K08726
8612	root	K04348
8613	root	K12155
8614	root	K23082
8615	root	K16105
8616	root	K09976
8617	root	K12683
8618	root	K16724
8619	root	K00932
8620	root	K11114
8621	root	K09571
8622	root	K19109
8623	root	K19699
8624	root	K19106
8625	root	K17173
8626	root	K08889
8627	root	K19323
8628	root	K05884
8629	root	K25636
8630	root	K05722
8631	root	K03614
8632	root	K05865
8633	root	K01243
8634	root	K13162
8635	root	K04669
8636	root	K20220
8637	root	K19700
8638	root	K17784
8639	root	K16666
8640	root	K10068
8641	root	K01307
8642	root	K06350
8643	root	K04344
8644	root	K03047
8645	root	K25696
8646	root	K06372
8647	root	K18669
8648	root	K09494
8649	root	K02916
8650	root	K21902
8651	root	K23823
8652	root	K11724
8653	root	K16274
8654	root	K08018
8655	root	K06814
8656	root	K19924
8657	root	K08206
8658	root	K16940
8659	root	K18606
8660	root	K21863
8661	root	K10542
8662	root	K05033
8663	root	K04092
8664	root	K24651
8665	root	K15055
8666	root	K02085
8667	root	K02948
8668	root	K08311
8669	root	K07297
8670	root	K21390
8671	root	K22061
8672	root	K19835
8673	root	K04768
8674	root	K04463
8675	root	K20379
8676	root	K00171
8677	root	K12961
8678	root	K14943
8679	root	K09523
8680	root	K18352
8681	root	K07832
8682	root	K11571
8683	root	K04110
8684	root	K13902
8685	root	K23497
8686	root	K24718
8687	root	K09905
8688	root	K13001
8689	root	K04522
8690	root	K17351
8691	root	K10244
8692	root	K06248
8693	root	K16742
8694	root	K05228
8695	root	K03798
8696	root	K23223
8697	root	K22811
8698	root	K18076
8699	root	K11056
8700	root	K00600
8701	root	K12164
8702	root	K15836
8703	root	K08120
8704	root	K06904
8705	root	K19655
8706	root	K14623
8707	root	K00672
8708	root	K01000
8709	root	K07756
8710	root	K12434
8711	root	K16449
8712	root	K07813
8713	root	K21609
8714	root	K07259
8715	root	K10469
8716	root	K07073
8717	root	K04021
8718	root	K09626
8719	root	K10637
8720	root	K03775
8721	root	K02009
8722	root	K17296
8723	root	K00206
8724	root	K16414
8725	root	K06772
8726	root	K25477
8727	root	K12321
8728	root	K10594
8729	root	K22245
8730	root	K25889
8731	root	K04288
8732	root	K05338
8733	root	K01396
8734	root	K03657
8735	root	K23435
8736	root	K25405
8737	root	K07296
8738	root	K15282
8739	root	K11392
8740	root	K17052
8741	root	K08477
8742	root	K19995
8743	root	K05004
8744	root	K20766
8745	root	K07799
8746	root	K24914
8747	root	K16514
8748	root	K15896
8749	root	K16997
8750	root	K13660
8751	root	K13814
8752	root	K17506
8753	root	K05298
8754	root	K10010
8755	root	K02387
8756	root	K09145
8757	root	K11767
8758	root	K04193
8759	root	K25446
8760	root	K18990
8761	root	K06649
8762	root	K18344
8763	root	K15279
8764	root	K04210
8765	root	K06045
8766	root	K16977
8767	root	K20058
8768	root	K20391
8769	root	K09420
8770	root	K00632
8771	root	K11355
8772	root	K07448
8773	root	K10229
8774	root	K16491
8775	root	K15012
8776	root	K03432
8777	root	K05146
8778	root	K21633
8779	root	K12781
8780	root	K08293
8781	root	K09098
8782	root	K05662
8783	root	K01117
8784	root	K05197
8785	root	K20325
8786	root	K05523
8787	root	K03136
8788	root	K04998
8789	root	K05351
8790	root	K05234
8791	root	K04125
8792	root	K03692
8793	root	K00616
8794	root	K08595
8795	root	K22725
8796	root	K03508
8797	root	K13977
8798	root	K10817
8799	root	K16302
8800	root	K01228
8801	root	K18160
8802	root	K15724
8803	root	K18127
8804	root	K23386
8805	root	K07371
8806	root	K01730
8807	root	K14304
8808	root	K17439
8809	root	K20867
8810	root	K21350
8811	root	K15396
8812	root	K02911
8813	root	K14032
8814	root	K23999
8815	root	K23505
8816	root	K08591
8817	root	K13858
8818	root	K20572
8819	root	K03704
8820	root	K11890
8821	root	K21888
8822	root	K06199
8823	root	K18795
8824	root	K22915
8825	root	K14284
8826	root	K10345
8827	root	K17366
8828	root	K01897
8829	root	K13621
8830	root	K21853
8831	root	K24954
8832	root	K11490
8833	root	K07118
8834	root	K12219
8835	root	K17891
8836	root	K07446
8837	root	K03574
8838	root	K11633
8839	root	K24001
8840	root	K09920
8841	root	K06576
8842	root	K07966
8843	root	K19755
8844	root	K06707
8845	root	K24646
8846	root	K06448
8847	root	K05051
8848	root	K16160
8849	root	K03293
8850	root	K23252
8851	root	K24416
8852	root	K07330
8853	root	K08991
8854	root	K03007
8855	root	K14752
8856	root	K21419
8857	root	K22821
8858	root	K22406
8859	root	K09675
8860	root	K00987
8861	root	K05034
8862	root	K04231
8863	root	K09200
8864	root	K03535
8865	root	K13031
8866	root	K25490
8867	root	K13305
8868	root	K20788
8869	root	K23063
8870	root	K15755
8871	root	K09618
8872	root	K09764
8873	root	K22376
8874	root	K15379
8875	root	K25343
8876	root	K19543
8877	root	K19193
8878	root	K04167
8879	root	K00817
8880	root	K20245
8881	root	K22311
8882	root	K23181
8883	root	K19526
8884	root	K01674
8885	root	K03630
8886	root	K09409
8887	root	K23399
8888	root	K16019
8889	root	K21422
8890	root	K17620
8891	root	K05895
8892	root	K16643
8893	root	K20863
8894	root	K21750
8895	root	K11432
8896	root	K04763
8897	root	K03175
8898	root	K11069
8899	root	K24588
8900	root	K22150
8901	root	K16048
8902	root	K06167
8903	root	K04166
8904	root	K25678
8905	root	K01227
8906	root	K24107
8907	root	K23617
8908	root	K02077
8909	root	K22144
8910	root	K08180
8911	root	K20168
8912	root	K17682
8913	root	K00843
8914	root	K06408
8915	root	K03279
8916	root	K17442
8917	root	K12472
8918	root	K03036
8919	root	K22973
8920	root	K14391
8921	root	K25471
8922	root	K05906
8923	root	K00715
8924	root	K17255
8925	root	K16826
8926	root	K04802
8927	root	K03758
8928	root	K06103
8929	root	K23473
8930	root	K23539
8931	root	K02414
8932	root	K22738
8933	root	K02889
8934	root	K22701
8935	root	K18908
8936	root	K14546
8937	root	K12019
8938	root	K21612
8939	root	K16100
8940	root	K08752
8941	root	K07895
8942	root	K01062
8943	root	K15740
8944	root	K03575
8945	root	K25285
8946	root	K13728
8947	root	K01711
8948	root	K19011
8949	root	K20987
8950	root	K08901
8951	root	K01515
8952	root	K01077
8953	root	K04702
8954	root	K02189
8955	root	K08054
8956	root	K03515
8957	root	K07777
8958	root	K25878
8959	root	K02906
8960	root	K01959
8961	root	K14415
8962	root	K08637
8963	root	K08882
8964	root	K13117
8965	root	K00200
8966	root	K13593
8967	root	K24785
8968	root	K09132
8969	root	K16450
8970	root	K02359
8971	root	K02293
8972	root	K13663
8973	root	K23633
8974	root	K03600
8975	root	K09771
8976	root	K19902
8977	root	K03268
8978	root	K15165
8979	root	K06751
8980	root	K17935
8981	root	K04741
8982	root	K00839
8983	root	K15296
8984	root	K04045
8985	root	K20005
8986	root	K21849
8987	root	K00232
8988	root	K11257
8989	root	K10914
8990	root	K11812
8991	root	K11977
8992	root	K20170
8993	root	K05704
8994	root	K25215
8995	root	K22820
8996	root	K20627
8997	root	K11491
8998	root	K18042
8999	root	K02028
9000	root	K12699
9001	root	K04178
9002	root	K15088
9003	root	K10920
9004	root	K18085
9005	root	K05301
9006	root	K25913
9007	root	K01628
9008	root	K04971
9009	root	K06149
9010	root	K19477
9011	root	K16701
9012	root	K14887
9013	root	K07884
9014	root	K03217
9015	root	K17095
9016	root	K06766
9017	root	K18983
9018	root	K11316
9019	root	K04050
9020	root	K18252
9021	root	K25507
9022	root	K14108
9023	root	K18584
9024	root	K03957
9025	root	K12819
9026	root	K25697
9027	root	K03173
9028	root	K13055
9029	root	K08014
9030	root	K15476
9031	root	K25099
9032	root	K22684
9033	root	K22317
9034	root	K16662
9035	root	K19360
9036	root	K16929
9037	root	K20143
9038	root	K20390
9039	root	K01322
9040	root	K11076
9041	root	K02430
9042	root	K00897
9043	root	K19158
9044	root	K09073
9045	root	K12644
9046	root	K04218
9047	root	K24766
9048	root	K12733
9049	root	K07742
9050	root	K12524
9051	root	K01362
9052	root	K24127
9053	root	K07660
9054	root	K04143
9055	root	K11513
9056	root	K10351
9057	root	K11272
9058	root	K21454
9059	root	K09979
9060	root	K14855
9061	root	K08958
9062	root	K01073
9063	root	K01819
9064	root	K23301
9065	root	K12753
9066	root	K11284
9067	root	K05498
9068	root	K19322
9069	root	K19084
9070	root	K14057
9071	root	K09178
9072	root	K00821
9073	root	K24037
9074	root	K19374
9075	root	K15640
9076	root	K06147
9077	root	K18631
9078	root	K21166
9079	root	K10838
9080	root	K21533
9081	root	K15466
9082	root	K22491
9083	root	K09842
9084	root	K02197
9085	root	K12242
9086	root	K04204
9087	root	K19292
9088	root	K17783
9089	root	K03945
9090	root	K01648
9091	root	K14155
9092	root	K20549
9093	root	K21593
9094	root	K15935
9095	root	K25792
9096	root	K23624
9097	root	K03236
9098	root	K01334
9099	root	K18551
9100	root	K22114
9101	root	K17792
9102	root	K17514
9103	root	K18377
9104	root	K11116
9105	root	K16739
9106	root	K09441
9107	root	K12691
9108	root	K02058
9109	root	K11958
9110	root	K01910
9111	root	K14553
9112	root	K09779
9113	root	K14736
9114	root	K16617
9115	root	K15047
9116	root	K08766
9117	root	K04197
9118	root	K03685
9119	root	K18304
9120	root	K23579
9121	root	K01869
9122	root	K24358
9123	root	K03501
9124	root	K15608
9125	root	K14656
9126	root	K09737
9127	root	K23278
9128	root	K23501
9129	root	K12053
9130	root	K03050
9131	root	K01593
9132	root	K16867
9133	root	K01331
9134	root	K15145
9135	root	K12366
9136	root	K02577
9137	root	K04459
9138	root	K25673
9139	root	K19013
9140	root	K25399
9141	root	K21326
9142	root	K00679
9143	root	K23657
9144	root	K09495
9145	root	K08197
9146	root	K04627
9147	root	K03477
9148	root	K25557
9149	root	K14428
9150	root	K02963
9151	root	K17454
9152	root	K12005
9153	root	K01803
9154	root	K13620
9155	root	K21934
9156	root	K20234
9157	root	K10731
9158	root	K24753
9159	root	K14196
9160	root	K24154
9161	root	K01294
9162	root	K05746
9163	root	K23574
9164	root	K18979
9165	root	K08616
9166	root	K02493
9167	root	K08906
9168	root	K25751
9169	root	K10103
9170	root	K08407
9171	root	K12441
9172	root	K17380
9173	root	K05167
9174	root	K01992
9175	root	K07075
9176	root	K13921
9177	root	K00357
9178	root	K20224
9179	root	K13317
9180	root	K12175
9181	root	K08917
9182	root	K07658
9183	root	K23015
9184	root	K11013
9185	root	K08706
9186	root	K09144
9187	root	K11352
9188	root	K21825
9189	root	K14637
9190	root	K21297
9191	root	K19889
9192	root	K07193
9193	root	K20149
9194	root	K12579
9195	root	K20814
9196	root	K05323
9197	root	K04576
9198	root	K11625
9199	root	K24159
9200	root	K04165
9201	root	K21605
9202	root	K20706
9203	root	K15025
9204	root	K15625
9205	root	K14526
9206	root	K03650
9207	root	K10819
9208	root	K16676
9209	root	K07186
9210	root	K20968
9211	root	K12802
9212	root	K09030
9213	root	K21116
9214	root	K03981
9215	root	K09537
9216	root	K11232
9217	root	K16228
9218	root	K04275
9219	root	K13120
9220	root	K13797
9221	root	K07642
9222	root	K24000
9223	root	K20577
9224	root	K16454
9225	root	K00510
9226	root	K15400
9227	root	K20548
9228	root	K10240
9229	root	K13792
9230	root	K24653
9231	root	K16410
9232	root	K03099
9233	root	K13834
9234	root	K06471
9235	root	K16650
9236	root	K13084
9237	root	K22825
9238	root	K21959
9239	root	K19521
9240	root	K08349
9241	root	K17749
9242	root	K09548
9243	root	K23683
9244	root	K22677
9245	root	K13584
9246	root	K00266
9247	root	K10874
9248	root	K17794
9249	root	K05580
9250	root	K21829
9251	root	K19913
9252	root	K06574
9253	root	K09795
9254	root	K14554
9255	root	K15949
9256	root	K20883
9257	root	K11751
